,timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO,ELMO_before,ELMO_after
7,09/01/2000 20:45:45,0.0,0.0,0.004,0.003,0.004
8,09/01/2000 20:46:00,0.0,0.0,0.004,0.004,0.004
9,09/01/2000 20:46:15,0.0,0.0,0.004,0.004,0.004
10,09/01/2000 20:46:30,0.0,0.0,0.004,0.004,0.004
11,09/01/2000 20:46:45,0.0,0.0,0.004,0.004,0.004
12,09/01/2000 20:47:00,0.0,0.0,0.004,0.004,0.004
13,09/01/2000 20:47:15,0.0,0.0,0.004,0.004,0.004
14,09/01/2000 20:47:30,0.0,0.0,0.004,0.004,0.004
15,09/01/2000 20:47:45,0.0,0.0,0.004,0.004,0.004
16,09/01/2000 20:48:00,0.0,0.0,0.004,0.004,0.004
17,09/01/2000 20:48:15,0.0,0.0,0.004,0.004,0.004
18,09/01/2000 20:48:30,0.0,0.0,0.004,0.004,0.004
19,09/01/2000 20:48:45,0.0,0.0,0.004,0.004,0.004
20,09/01/2000 20:49:00,0.0,0.0,0.004,0.004,0.004
21,09/01/2000 20:49:15,0.0,0.0,0.004,0.004,0.004
22,09/01/2000 20:49:30,0.0,0.0,0.004,0.004,0.004
23,09/01/2000 20:49:45,0.0,0.0,0.004,0.004,0.004
24,09/01/2000 20:50:00,0.0,0.0,0.004,0.004,0.004
25,09/01/2000 20:50:15,0.0,0.0,0.004,0.004,0.004
26,09/01/2000 20:50:30,0.0,0.0,0.004,0.004,0.004
27,09/01/2000 20:50:45,0.0,0.0,0.004,0.004,0.004
28,09/01/2000 20:51:00,0.0,0.0,0.004,0.004,0.004
29,09/01/2000 20:51:15,0.0,0.0,0.004,0.004,0.004
30,09/01/2000 20:51:30,0.0,0.0,0.004,0.004,0.004
31,09/01/2000 20:51:45,0.0,0.0,0.004,0.004,0.004
32,09/01/2000 20:52:00,0.0,0.0,0.004,0.004,0.003
33,09/01/2000 20:52:15,0.0,0.0,0.003,0.004,0.004
34,09/01/2000 20:52:30,0.0,0.0,0.004,0.003,0.004
35,09/01/2000 20:52:45,0.0,0.0,0.004,0.004,0.004
36,09/01/2000 20:53:00,0.0,0.0,0.004,0.004,0.004
37,09/01/2000 20:53:15,0.0,0.0,0.004,0.004,0.004
38,09/01/2000 20:53:30,0.0,0.0,0.004,0.004,0.004
39,09/01/2000 20:53:45,0.0,0.0,0.004,0.004,0.004
40,09/01/2000 20:54:00,0.0,0.0,0.004,0.004,0.004
41,09/01/2000 20:54:15,0.0,0.0,0.004,0.004,0.004
42,09/01/2000 20:54:30,0.0,0.0,0.004,0.004,0.004
43,09/01/2000 20:54:45,0.0,0.0,0.004,0.004,0.004
44,09/01/2000 20:55:00,0.0,0.0,0.004,0.004,0.004
45,09/01/2000 20:55:15,0.0,0.0,0.004,0.004,0.004
46,09/01/2000 20:55:30,0.0,0.0,0.004,0.004,0.004
47,09/01/2000 20:55:45,0.0,0.0,0.004,0.004,0.004
48,09/01/2000 20:56:00,0.0,0.0,0.004,0.004,0.004
49,09/01/2000 20:56:15,0.0,0.0,0.004,0.004,0.004
50,09/01/2000 20:56:30,0.0,0.0,0.004,0.004,0.004
