,timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO,ELMO_before,ELMO_after
1,12/01/2000 00:48:15,,,0.003,0.003,0.004
2,12/01/2000 00:48:30,,,0.004,0.003,0.003
3,12/01/2000 00:48:45,,,0.003,0.004,0.003
4,12/01/2000 00:49:00,,,0.003,0.003,0.042
5,12/01/2000 00:49:15,,,0.042,0.003,0.007
6,12/01/2000 00:49:30,,,0.007,0.042,0.026
7,12/01/2000 00:49:45,,,0.026,0.007,0.055
8,12/01/2000 00:50:00,,,0.055,0.026,0.056
9,12/01/2000 00:50:15,,,0.056,0.055,0.072
10,12/01/2000 00:50:30,170.0,,0.072,0.056,0.049
11,12/01/2000 00:50:45,82.0,,0.049,0.072,0.039
12,12/01/2000 00:51:00,105.0,,0.039,0.049,0.308
13,12/01/2000 00:51:15,237.0,,0.308,0.039,0.391
14,12/01/2000 00:51:30,350.0,1.0,0.391,0.308,0.112
15,12/01/2000 00:51:45,88.0,1.0,0.112,0.391,0.16
16,12/01/2000 00:52:00,270.0,1.0,0.16,0.112,0.136
17,12/01/2000 00:52:15,229.0,1.0,0.136,0.16,0.129
18,12/01/2000 00:52:30,201.0,1.0,0.129,0.136,0.029
19,12/01/2000 00:52:45,56.0,1.0,0.029,0.129,0.003
20,12/01/2000 00:53:00,0.0,1.0,0.003,0.029,0.008
21,12/01/2000 00:53:15,0.0,1.0,0.008,0.003,0.024
22,12/01/2000 00:53:30,8.0,1.0,0.024,0.008,0.026
23,12/01/2000 00:53:45,64.0,1.0,0.026,0.024,0.024
24,12/01/2000 00:54:00,19.0,1.0,0.024,0.026,0.002
25,12/01/2000 00:54:15,0.0,0.0,0.002,0.024,0.001
26,12/01/2000 00:54:30,0.0,1.0,0.001,0.002,0.002
27,12/01/2000 00:54:45,0.0,1.0,0.002,0.001,0.001
28,12/01/2000 00:55:00,0.0,0.0,0.001,0.002,0.004
29,12/01/2000 00:55:15,0.0,0.0,0.004,0.001,0.001
30,12/01/2000 00:55:30,0.0,1.0,0.001,0.004,0.001
31,12/01/2000 00:55:45,0.0,1.0,0.001,0.001,0.001
32,12/01/2000 00:56:00,0.0,1.0,0.001,0.001,0.017
33,12/01/2000 00:56:15,4.0,1.0,0.017,0.001,0.135
34,12/01/2000 00:56:30,373.0,1.0,0.135,0.017,0.052
35,12/01/2000 00:56:45,182.0,1.0,0.052,0.135,0.026
36,12/01/2000 00:57:00,70.0,1.0,0.026,0.052,0.003
37,12/01/2000 00:57:15,0.0,1.0,0.003,0.026,0.002
38,12/01/2000 00:57:30,0.0,1.0,0.002,0.003,0.006
39,12/01/2000 00:57:45,3.0,1.0,0.006,0.002,0.001
40,12/01/2000 00:58:00,0.0,0.0,0.001,0.006,0.001
41,12/01/2000 00:58:15,0.0,0.0,0.001,0.001,0.001
42,12/01/2000 00:58:30,0.0,0.0,0.001,0.001,0.001
43,12/01/2000 00:58:45,0.0,0.0,0.001,0.001,0.001
44,12/01/2000 00:59:00,0.0,0.0,0.001,0.001,0.001
45,12/01/2000 00:59:15,0.0,0.0,0.001,0.001,0.001
46,12/01/2000 00:59:30,0.0,0.0,0.001,0.001,0.001
47,12/01/2000 00:59:45,0.0,0.0,0.001,0.001,0.002
48,12/01/2000 01:00:00,0.0,0.0,0.002,0.001,0.001
49,12/01/2000 01:00:15,0.0,0.0,0.001,0.002,0.001
50,12/01/2000 01:00:30,0.0,0.0,0.001,0.001,0.001
