,timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO,ELMO_before,ELMO_after
1,01/01/2000 01:17:15,,,0.003,0.003,0.003
2,01/01/2000 01:17:30,,,0.003,0.003,0.003
3,01/01/2000 01:17:45,,,0.003,0.003,0.003
4,01/01/2000 01:18:00,,,0.003,0.003,0.003
5,01/01/2000 01:18:15,,,0.003,0.003,0.003
6,01/01/2000 01:18:30,,,0.003,0.003,0.003
7,01/01/2000 01:18:45,,,0.003,0.003,0.003
8,01/01/2000 01:19:00,,,0.003,0.003,0.039
9,01/01/2000 01:19:15,,,0.039,0.003,0.065
10,01/01/2000 01:19:30,,,0.065,0.039,0.058
11,01/01/2000 01:19:45,129.0,,0.058,0.065,0.049
12,01/01/2000 01:20:00,109.0,,0.049,0.058,0.099
13,01/01/2000 01:20:15,113.0,,0.099,0.049,0.104
14,01/01/2000 01:20:30,188.0,,0.104,0.099,0.007
15,01/01/2000 01:20:45,0.0,1.0,0.007,0.104,0.03
16,01/01/2000 01:21:00,24.0,1.0,0.03,0.007,0.009
17,01/01/2000 01:21:15,3.0,1.0,0.009,0.03,0.008
18,01/01/2000 01:21:30,0.0,1.0,0.008,0.009,0.008
19,01/01/2000 01:21:45,3.0,1.0,0.008,0.008,0.006
20,01/01/2000 01:22:00,0.0,1.0,0.006,0.008,0.006
21,01/01/2000 01:22:15,0.0,1.0,0.006,0.006,0.017
22,01/01/2000 01:22:30,0.0,1.0,0.017,0.006,0.159
23,01/01/2000 01:22:45,182.0,1.0,0.159,0.017,0.089
24,01/01/2000 01:23:00,164.0,1.0,0.089,0.159,0.015
25,01/01/2000 01:23:15,12.0,1.0,0.015,0.089,0.007
26,01/01/2000 01:23:30,0.0,1.0,0.007,0.015,0.006
27,01/01/2000 01:23:45,0.0,1.0,0.006,0.007,0.007
28,01/01/2000 01:24:00,0.0,1.0,0.007,0.006,0.012
29,01/01/2000 01:24:15,4.0,0.0,0.012,0.007,0.007
30,01/01/2000 01:24:30,0.0,0.0,0.007,0.012,0.007
31,01/01/2000 01:24:45,0.0,0.0,0.007,0.007,0.007
32,01/01/2000 01:25:00,0.0,0.0,0.007,0.007,0.007
33,01/01/2000 01:25:15,0.0,0.0,0.007,0.007,0.007
34,01/01/2000 01:25:30,0.0,0.0,0.007,0.007,0.008
35,01/01/2000 01:25:45,0.0,0.0,0.008,0.007,0.009
36,01/01/2000 01:26:00,0.0,0.0,0.009,0.008,0.006
37,01/01/2000 01:26:15,0.0,0.0,0.006,0.009,0.006
38,01/01/2000 01:26:30,0.0,0.0,0.006,0.006,0.006
39,01/01/2000 01:26:45,0.0,0.0,0.006,0.006,0.006
40,01/01/2000 01:27:00,0.0,0.0,0.006,0.006,0.007
41,01/01/2000 01:27:15,0.0,0.0,0.007,0.006,0.007
42,01/01/2000 01:27:30,0.0,0.0,0.007,0.007,0.006
43,01/01/2000 01:27:45,0.0,0.0,0.006,0.007,0.007
44,01/01/2000 01:28:00,0.0,0.0,0.007,0.006,0.007
45,01/01/2000 01:28:15,0.0,0.0,0.007,0.007,0.007
46,01/01/2000 01:28:30,0.0,0.0,0.007,0.007,0.006
47,01/01/2000 01:28:45,0.0,0.0,0.006,0.007,0.01
48,01/01/2000 01:29:00,5.0,0.0,0.01,0.006,0.008
49,01/01/2000 01:29:15,2.0,0.0,0.008,0.01,0.007
50,01/01/2000 01:29:30,0.0,0.0,0.007,0.008,0.008
51,01/01/2000 01:29:45,3.0,0.0,0.008,0.007,0.015
52,01/01/2000 01:30:00,21.0,1.0,0.015,0.008,0.007
53,01/01/2000 01:30:15,0.0,0.0,0.007,0.015,0.008
54,01/01/2000 01:30:30,0.0,0.0,0.008,0.007,0.033
55,01/01/2000 01:30:45,15.0,1.0,0.033,0.008,0.008
56,01/01/2000 01:31:00,9.0,1.0,0.008,0.033,0.007
57,01/01/2000 01:31:15,0.0,0.0,0.007,0.008,0.007
58,01/01/2000 01:31:30,0.0,0.0,0.007,0.007,0.008
59,01/01/2000 01:31:45,0.0,0.0,0.008,0.007,0.007
60,01/01/2000 01:32:00,0.0,0.0,0.007,0.008,0.007
61,01/01/2000 01:32:15,0.0,0.0,0.007,0.007,0.007
62,01/01/2000 01:32:30,0.0,0.0,0.007,0.007,0.007
63,01/01/2000 01:32:45,0.0,0.0,0.007,0.007,0.007
64,01/01/2000 01:33:00,0.0,0.0,0.007,0.007,0.007
65,01/01/2000 01:33:15,0.0,0.0,0.007,0.007,0.007
66,01/01/2000 01:33:30,0.0,0.0,0.007,0.007,0.007
67,01/01/2000 01:33:45,0.0,0.0,0.007,0.007,0.007
68,01/01/2000 01:34:00,0.0,0.0,0.007,0.007,0.007
69,01/01/2000 01:34:15,0.0,0.0,0.007,0.007,0.007
70,01/01/2000 01:34:30,0.0,0.0,0.007,0.007,0.007
71,01/01/2000 01:34:45,0.0,0.0,0.007,0.007,0.007
72,01/01/2000 01:35:00,0.0,0.0,0.007,0.007,0.006
73,01/01/2000 01:35:15,0.0,0.0,0.006,0.007,0.007
74,01/01/2000 01:35:30,0.0,0.0,0.007,0.006,0.02
75,01/01/2000 01:35:45,12.0,1.0,0.02,0.007,0.007
76,01/01/2000 01:36:00,0.0,0.0,0.007,0.02,0.007
77,01/01/2000 01:36:15,0.0,0.0,0.007,0.007,0.007
78,01/01/2000 01:36:30,0.0,0.0,0.007,0.007,0.007
79,01/01/2000 01:36:45,0.0,0.0,0.007,0.007,0.007
80,01/01/2000 01:37:00,0.0,0.0,0.007,0.007,0.007
81,01/01/2000 01:37:15,0.0,0.0,0.007,0.007,0.007
82,01/01/2000 01:37:30,0.0,0.0,0.007,0.007,0.007
83,01/01/2000 01:37:45,0.0,0.0,0.007,0.007,0.007
84,01/01/2000 01:38:00,0.0,0.0,0.007,0.007,0.007
85,01/01/2000 01:38:15,0.0,0.0,0.007,0.007,0.007
86,01/01/2000 01:38:30,0.0,0.0,0.007,0.007,0.007
87,01/01/2000 01:38:45,0.0,0.0,0.007,0.007,0.007
88,01/01/2000 01:39:00,0.0,0.0,0.007,0.007,0.007
89,01/01/2000 01:39:15,0.0,0.0,0.007,0.007,0.007
90,01/01/2000 01:39:30,0.0,0.0,0.007,0.007,0.007
91,01/01/2000 01:39:45,0.0,0.0,0.007,0.007,0.007
92,01/01/2000 01:40:00,0.0,0.0,0.007,0.007,0.007
93,01/01/2000 01:40:15,0.0,0.0,0.007,0.007,0.007
94,01/01/2000 01:40:30,0.0,0.0,0.007,0.007,0.007
95,01/01/2000 01:40:45,0.0,0.0,0.007,0.007,0.007
96,01/01/2000 01:41:00,0.0,0.0,0.007,0.007,0.007
97,01/01/2000 01:41:15,0.0,0.0,0.007,0.007,0.032
98,01/01/2000 01:41:30,24.0,1.0,0.032,0.007,0.007
99,01/01/2000 01:41:45,0.0,0.0,0.007,0.032,0.007
100,01/01/2000 01:42:00,0.0,0.0,0.007,0.007,0.007
101,01/01/2000 01:42:15,0.0,0.0,0.007,0.007,0.02
102,01/01/2000 01:42:30,10.0,1.0,0.02,0.007,0.006
103,01/01/2000 01:42:45,0.0,0.0,0.006,0.02,0.006
104,01/01/2000 01:43:00,0.0,0.0,0.006,0.006,0.006
105,01/01/2000 01:43:15,0.0,0.0,0.006,0.006,0.006
106,01/01/2000 01:43:30,0.0,0.0,0.006,0.006,0.006
107,01/01/2000 01:43:45,0.0,0.0,0.006,0.006,0.006
108,01/01/2000 01:44:00,0.0,0.0,0.006,0.006,0.007
109,01/01/2000 01:44:15,0.0,0.0,0.007,0.006,0.006
110,01/01/2000 01:44:30,0.0,0.0,0.006,0.007,0.007
111,01/01/2000 01:44:45,0.0,0.0,0.007,0.006,0.007
112,01/01/2000 01:45:00,0.0,0.0,0.007,0.007,0.01
113,01/01/2000 01:45:15,0.0,0.0,0.01,0.007,0.006
114,01/01/2000 01:45:30,0.0,0.0,0.006,0.01,0.006
115,01/01/2000 01:45:45,0.0,0.0,0.006,0.006,0.006
116,01/01/2000 01:46:00,0.0,0.0,0.006,0.006,0.006
117,01/01/2000 01:46:15,0.0,0.0,0.006,0.006,0.007
118,01/01/2000 01:46:30,0.0,0.0,0.007,0.006,0.007
119,01/01/2000 01:46:45,0.0,0.0,0.007,0.007,0.006
120,01/01/2000 01:47:00,0.0,0.0,0.006,0.007,0.013
121,01/01/2000 01:47:15,9.0,1.0,0.013,0.006,0.007
122,01/01/2000 01:47:30,0.0,0.0,0.007,0.013,0.061
123,01/01/2000 01:47:45,56.0,1.0,0.061,0.007,0.005
124,01/01/2000 01:48:00,7.0,1.0,0.005,0.061,0.003
125,01/01/2000 01:48:15,0.0,0.0,0.003,0.005,0.003
126,01/01/2000 01:48:30,0.0,0.0,0.003,0.003,0.003
