,timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO,ELMO_before,ELMO_after
1,16/01/2000 00:10:15,,,0.005,0.004,0.006
2,16/01/2000 00:10:30,,,0.006,0.005,0.006
3,16/01/2000 00:10:45,,,0.006,0.006,0.006
4,16/01/2000 00:11:00,,,0.006,0.006,0.079
5,16/01/2000 00:11:15,,,0.079,0.006,0.089
6,16/01/2000 00:11:30,,,0.089,0.079,0.048
7,16/01/2000 00:11:45,164.0,,0.048,0.089,0.309
8,16/01/2000 00:12:00,182.0,,0.309,0.048,0.118
9,16/01/2000 00:12:15,170.0,,0.118,0.309,0.005
10,16/01/2000 00:12:30,0.0,,0.005,0.118,0.005
11,16/01/2000 00:12:45,0.0,1.0,0.005,0.005,0.005
12,16/01/2000 00:13:00,0.0,1.0,0.005,0.005,0.005
13,16/01/2000 00:13:15,0.0,1.0,0.005,0.005,0.005
14,16/01/2000 00:13:30,0.0,0.0,0.005,0.005,0.004
15,16/01/2000 00:13:45,0.0,0.0,0.004,0.005,0.004
16,16/01/2000 00:14:00,0.0,0.0,0.004,0.004,0.003
17,16/01/2000 00:14:15,0.0,0.0,0.003,0.004,0.003
18,16/01/2000 00:14:30,0.0,0.0,0.003,0.003,0.003
19,16/01/2000 00:14:45,0.0,0.0,0.003,0.003,0.003
20,16/01/2000 00:15:00,0.0,0.0,0.003,0.003,0.003
21,16/01/2000 00:15:15,0.0,0.0,0.003,0.003,0.003
22,16/01/2000 00:15:30,0.0,0.0,0.003,0.003,0.002
23,16/01/2000 00:15:45,0.0,0.0,0.002,0.003,0.002
24,16/01/2000 00:16:00,0.0,0.0,0.002,0.002,0.002
25,16/01/2000 00:16:15,0.0,0.0,0.002,0.002,0.003
26,16/01/2000 00:16:30,0.0,0.0,0.003,0.002,0.002
27,16/01/2000 00:16:45,0.0,0.0,0.002,0.003,0.002
28,16/01/2000 00:17:00,0.0,0.0,0.002,0.002,0.002
29,16/01/2000 00:17:15,0.0,0.0,0.002,0.002,0.002
30,16/01/2000 00:17:30,0.0,0.0,0.002,0.002,0.002
31,16/01/2000 00:17:45,0.0,0.0,0.002,0.002,0.002
32,16/01/2000 00:18:00,0.0,0.0,0.002,0.002,0.002
33,16/01/2000 00:18:15,0.0,0.0,0.002,0.002,0.002
34,16/01/2000 00:18:30,0.0,0.0,0.002,0.002,0.002
35,16/01/2000 00:18:45,0.0,0.0,0.002,0.002,0.002
36,16/01/2000 00:19:00,0.0,0.0,0.002,0.002,0.002
37,16/01/2000 00:19:15,0.0,0.0,0.002,0.002,0.002
38,16/01/2000 00:19:30,0.0,0.0,0.002,0.002,0.002
39,16/01/2000 00:19:45,0.0,0.0,0.002,0.002,0.002
40,16/01/2000 00:20:00,0.0,0.0,0.002,0.002,0.002
41,16/01/2000 00:20:15,0.0,0.0,0.002,0.002,0.002
42,16/01/2000 00:20:30,0.0,0.0,0.002,0.002,0.002
43,16/01/2000 00:20:45,0.0,0.0,0.002,0.002,0.002
44,16/01/2000 00:21:00,0.0,0.0,0.002,0.002,0.118
45,16/01/2000 00:21:15,134.0,1.0,0.118,0.002,0.016
46,16/01/2000 00:21:30,15.0,1.0,0.016,0.118,0.015
